"","UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","StartTask","Q120012","Successful","Accomplish","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Over_Head","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Positive_Thinking","Q115611","Hardship","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Gamble","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Normal","Q107491","Q106993","Q106997","Q106272","Q106388","Liar","Q106042","Q105840","Q105655","Q104996","Q103293","Grudge","CCDebt","Breakfast","Adventurous","Q102089","Optimist","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Live_Alone","Q99581","Q99480","LifeHasPurpose","Q98578","Q98059","Q98078","Q98197","Q96024","votes"
"42",58,1995,2,5,5,4,1,0,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,101
"43",59,1975,2,4,4,2,2,0,1,2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,99
"44",61,1990,2,3,5,4,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,90
"45",62,1958,2,3,5,6,5,0,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,92
"46",63,1991,2,6,5,4,5,0,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,101
"47",64,1984,1,4,5,2,2,0,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,101
"48",65,1958,1,3,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,59
"49",66,1990,1,2,5,2,3,0,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,90
"50",67,1996,2,6,5,6,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,100
"51",69,1955,2,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,101
"52",70,1970,1,3,4,2,2,0,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,101
"53",71,1969,2,1,4,6,5,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,94
"54",72,1960,1,4,4,7,2,0,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,100
"55",73,1944,2,5,4,5,5,0,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,97
"56",74,1958,2,4,4,3,5,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,101
"57",75,1975,2,4,2,2,5,0,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,49
