UserID,YOB,Gender,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120194,Q120012,Q120014,Q119334,Q119851,Q118892,Q118117,Q118233,Q118237,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q115602,Q115610,Q115611,Hardship,Q115390,Q114961,Q114748,Q115195,Q114517,Q113992,Q114152,Q113583,Q113181,Q112478,Q112512,Q112270,Q111848,Q111220,Q109367,Q109244,Q108617,Q108754,Q108343,Q107869,Q107491,Q106993,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q101162,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
51,1980,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,Talk,0,0,1,0,1,0,1,0,,,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,97
56,1976,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,,,,,1,,,,Tunes,0,0,1,1,0,0,1,0,0,0,0,1,0,,0,1,0,,,,,,,,,,0,0,0,0,1,,,0,1,1,1,1,0,0,1,78
57,1961,0,0,,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,Talk,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,100
58,1995,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,Tunes,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,101
59,1975,1,0,0,,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,Talk,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,99
61,1990,1,1,,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,,,,0,0,0,Tunes,,,,,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,,1,1,1,0,0,0,1,0,,0,0,0,1,,1,1,1,0,0,90
62,1958,1,0,,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,1,0,1,0,1,1,1,1,1,0,Talk,1,1,1,0,1,0,1,0,,,0,0,1,1,1,,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,92
63,1991,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,Tunes,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,101
64,1984,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,Tunes,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,101
65,1958,0,1,0,0,,,0,1,0,1,0,0,1,0,1,0,0,,,1,1,0,,,0,1,,1,0,1,0,1,0,1,,,1,,0,,,Tunes,,0,1,,1,,1,1,,0,1,1,1,1,1,,,1,0,1,,,,,,,1,,1,,,1,0,0,1,,,,,,0,59
66,1990,0,0,,0,0,0,1,0,0,1,0,0,1,1,,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,Talk,0,1,1,0,,,,,0,0,0,0,1,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,90
67,1996,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,Tunes,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,100
69,1955,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Tunes,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,101
70,1970,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,Talk,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,101
71,1969,1,1,,1,0,1,0,1,0,0,0,0,1,0,1,,,,0,,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,Tunes,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,0,0,0,1,0,1,0,1,,94
72,1960,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,Tunes,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,,1,0,0,1,1,1,0,100
73,1944,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,Talk,1,0,1,0,1,0,,,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,97
74,1958,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,Talk,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,101
75,1975,1,0,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,,,,,1,1,0,0,0,1,1,1,0,1,1,49
76,1985,1,0,,,0,1,,1,0,1,,,,,,,,,,,0,,,,,,,,1,,,,0,0,,,,1,1,1,,Talk,,,1,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,26
77,1982,0,0,,1,0,0,0,0,,1,0,1,,1,,,1,0,1,0,0,,,,,,,1,1,,,,,,,,1,0,,,,,,0,,0,1,0,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,0,,,1,1,,,35
78,1978,1,0,,,0,,,,0,1,1,1,1,,1,1,1,,,1,1,1,0,,,,,1,1,0,1,,1,1,0,0,0,1,0,0,1,Talk,1,,,1,1,0,1,0,1,0,1,,1,,1,,,,,1,1,0,,,0,,1,0,,1,1,1,0,0,1,1,,1,1,1,,70
80,1959,1,1,,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,Talk,0,0,0,1,0,0,0,0,0,1,1,1,1,,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,,97
81,1987,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,Tunes,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,101
82,1959,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,,1,0,1,0,0,0,1,Talk,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,97
83,1994,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,Tunes,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,101
84,1998,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Tunes,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,101
85,1966,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,Talk,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,101
86,1959,1,0,,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,Talk,0,1,1,,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,99
88,1966,1,1,1,1,0,1,0,0,0,1,0,0,0,1,,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,Tunes,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,,,,1,0,0,1,1,0,1,0,1,0,97
89,1973,0,0,,1,,1,,0,1,1,0,1,1,1,1,0,,,0,0,1,0,,,,,1,1,0,,1,,0,,,1,,0,,0,,Talk,,,,,1,,1,1,,,1,0,1,0,1,,,,,,,0,,,0,0,,,0,,1,1,0,0,,,,,,,1,47
91,1990,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,,,,,,,,1,1,0,1,1,0,0,Tunes,0,1,1,1,1,0,,1,0,1,1,1,1,1,0,0,1,0,1,,,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,89
92,1971,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,Tunes,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,101
94,1995,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,Talk,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,101
95,1979,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,Talk,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,101
96,1984,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,Tunes,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,101
99,1994,1,1,,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,Tunes,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,,1,1,0,0,1,1,1,1,0,0,1,99
100,1983,1,1,,1,0,1,0,0,0,1,0,0,1,1,,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,Talk,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,99
102,1988,0,1,,,0,0,0,1,,0,0,0,1,1,,,1,1,,0,0,0,0,1,1,1,1,1,0,,,,,,,1,0,,0,0,,Tunes,,,,1,0,0,0,0,0,0,0,1,1,,0,,,,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,,,1,0,0,1,70
103,1985,1,1,,1,0,1,0,0,0,0,0,0,0,,,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,,,Tunes,1,0,0,0,1,,1,0,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,,0,1,1,1,0,0,1,,1,1,1,1,1,85
104,1993,1,1,0,0,0,0,0,1,1,1,0,,1,,1,,,,1,0,1,1,0,0,,,1,1,0,1,,1,0,1,,,0,1,,0,,,0,0,,1,1,0,0,0,0,1,0,,1,1,,,,,,1,1,,0,0,1,0,1,,0,,1,0,0,0,1,1,0,1,,0,,66
105,1979,1,1,,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,Tunes,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,100
